Subject,Start Date,Start Time,End Date,End Time,Location,Description
When Animals Dream,08/11/2014,14:00,08/11/2014,15:24,Leeds Town Hall - Victoria Hall,"Nineteen year old Marie lives at home with her parents on a small island in Denmark, where she works in a fish processing factory. Life is dull but Marie has attracted the attention of some of the local boys and her sexuality is beginning to awaken. At the same time she is diagnosed with a [...]

http://www.leedsfilm.com/films/animals-dream/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
When Animals Dream,09/11/2014,20:30,09/11/2014,21:54,Vue in the Light,"Nineteen year old Marie lives at home with her parents on a small island in Denmark, where she works in a fish processing factory. Life is dull but Marie has attracted the attention of some of the local boys and her sexuality is beginning to awaken. At the same time she is diagnosed with a [...]

http://www.leedsfilm.com/films/animals-dream/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
When Bjork Met Attenborough,07/11/2014,17:00,07/11/2014,17:50,Leeds Town Hall - Victoria Hall,"Screening as part of Leeds Free Cinema Week…To accompany Biophilia Live we are screening an extraordinary meeting of two great minds, Bjork and David Attenborough, who discuss the relationship between music and nature in the apt setting of London's Natural History Museum. Bjork provides an insight into her Biophilia project, from the specially created instruments, [...]

http://www.leedsfilm.com/films/bjork-met-attenborough/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Wild,17/11/2014,20:30,17/11/2014,22:30,Leeds Town Hall - Victoria Hall,"Reese Witherspoon stars in a vivid new wilderness drama from director Jean-Marc Vallee (Dallas Buyers Club), based on Cheryl Strayed's bestselling memoir. After years of reckless behavior, a heroin addiction and the destruction of her marriage, Strayed makes a rash decision. Haunted by memories of her mother Bobbi (Laura Dern) and with absolutely no experience, [...]

http://www.leedsfilm.com/films/wild/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Wild,18/11/2014,16:30,18/11/2014,18:30,Leeds Town Hall - Victoria Hall,"Reese Witherspoon stars in a vivid new wilderness drama from director Jean-Marc Vallee (Dallas Buyers Club), based on Cheryl Strayed's bestselling memoir. After years of reckless behavior, a heroin addiction and the destruction of her marriage, Strayed makes a rash decision. Haunted by memories of her mother Bobbi (Laura Dern) and with absolutely no experience, [...]

http://www.leedsfilm.com/films/wild/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Wings of Honneamise,16/11/2014,20:30,16/11/2014,22:31,Vue in the Light,"Screening from a new digital print, Wings of Honneamise is a classic anime from studio Gainax, the makers of the Evangelion series. One of the most ambitious of all anime productions, Wings of Honneamise is a visually sensational two-hour extravaganza about an unkempt and disorganized young pilot named Shiro, who signs up for the Royal [...]

http://www.leedsfilm.com/films/wings-honneamise/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Wings of Honneamise,17/11/2014,13:00,17/11/2014,15:01,Vue in the Light,"Screening from a new digital print, Wings of Honneamise is a classic anime from studio Gainax, the makers of the Evangelion series. One of the most ambitious of all anime productions, Wings of Honneamise is a visually sensational two-hour extravaganza about an unkempt and disorganized young pilot named Shiro, who signs up for the Royal [...]

http://www.leedsfilm.com/films/wings-honneamise/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Winter Sleep,07/11/2014,13:00,07/11/2014,16:16,Vue in the Light,"Palme d'Or winner at Cannes, Winter Sleep is undoubtedly one of the films of the year, the latest from Turkish master Nuri Bilge Ceylan (Uzak, Once Upon a Time in Anatolia). Set in the extraordinary landscapes of rocky Cappadoccia, the film is set in a small hotel there run by retired actor, Aydin. He has [...]

http://www.leedsfilm.com/films/winter-sleep/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Winter Sleep,07/11/2014,19:00,07/11/2014,22:16,Vue in the Light,"Palme d'Or winner at Cannes, Winter Sleep is undoubtedly one of the films of the year, the latest from Turkish master Nuri Bilge Ceylan (Uzak, Once Upon a Time in Anatolia). Set in the extraordinary landscapes of rocky Cappadoccia, the film is set in a small hotel there run by retired actor, Aydin. He has [...]

http://www.leedsfilm.com/films/winter-sleep/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Witching and Bitching,19/11/2014,20:30,19/11/2014,22:22,Hyde Park Picture House,"Ã�lex de la Iglesia once again uses the cover of the genre film for a scathing attack on the political and social failings of society, mixed in with his very own dark sense of humour. For his latest film he immerses us in the world of witches and the power of mother nature. Set as [...]

http://www.leedsfilm.com/films/witching-bitching/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
Witching and Bitching,20/11/2014,15:30,20/11/2014,17:22,Hyde Park Picture House,"Ã�lex de la Iglesia once again uses the cover of the genre film for a scathing attack on the political and social failings of society, mixed in with his very own dark sense of humour. For his latest film he immerses us in the world of witches and the power of mother nature. Set as [...]

http://www.leedsfilm.com/films/witching-bitching/

DISCLAIMER: All LIFF28 events have been entered as 2 hours - please check the website or programme for actual running times.
Data taken from http://www.leedsfilm.com/films/ on 6th Oct 2014 and is subject to change (and errors).
This event data was created as a personal project and is not affilated with Leeds International Film Festival "
